IGRP,PLANT,RFURB,RYR,ECP,SUMCAP,WINCAP,FUELTYPE,COOLTECH,UNITTECH,WATERSOURCE,FUELREG,HUC8,HUC8_QGIS,LAT,LON
2432,2256,1969,999912,ET,3.2,3.2,NN,NA,NN,Unknown,9,10240006_NE,10240006_NE,-96.178,40.676
2433,2260,1936,999912,HY,42,42,HY,NA,HY,Surface,9,10200201_NE,10200201_NE,-97.328,41.464
2434,2265,1973,999912,ET,45,45,OL,NA,CT,Surface,9,10200203_NE,10200203_NE,-96.785,40.559
2435,2266,1973,999912,ET,41,41,OL,NA,CT,Surface,9,10270206_NE,10270206_NE,-97.577,40.188
2436,2268,1921,999912,HY,1,1,HY,NA,HY,Surface,9,10200101_NE,10200101_NE,-99.101,40.703
2437,2271,1973,999912,ET,41,41,OL,NA,CT,Surface,9,10250004_NE,10250004_NE,-100.651,40.221
2438,2273,1936,999912,HY,3,3,HY,NA,HY,Surface,9,10210009_NE,10210009_NE,-97.608,41.487
2439,2274,1935,999912,HY,23.8,23.8,HY,NA,HY,Surface,9,10190018_NE,10190018_NE,-100.759,41.086
2440,2277,1961,999912,B1,100,100,CL,RC,ST,Groundwater,9,10200203_NE,10200203_NE,-96.785,40.559
2441,2277,1965,999912,B1,115,115,CL,RC,ST,Groundwater,9,10200203_NE,10200203_NE,-96.785,40.559
2442,2278,1927,999912,HY,1.8,1.8,HY,NA,HY,Surface,9,10150007_NE,10150007_NE,-98.656,42.81
2443,2280,1966,20121,ET,0.6,0.6,OL,NA,CT,Surface,9,10210002_NE,10210002_NE,-101.134,41.916
2444,2289,1973,999912,CN,553.6,553.6,NU,OT,ST,Surface,9,10220003_NE,10230006_NE,-96.077,41.251
2446,2290,1973,999912,ET,122.7,122.7,NN,NA,NN,Unknown,9,10230006_NE,10230006_NE,-95.923,41.251
2447,2291,1954,999912,C1,79.3,55.8,CL,OT,ST,Surface,9,10240002_NE,10230006_NE,-95.946,41.33
2448,2291,1957,999912,C1,96.2,95.1,CL,OT,ST,Surface,9,10240002_NE,10230006_NE,-95.946,41.33
2449,2291,1959,999912,C1,108.4,95.1,CL,OT,ST,Surface,9,10240002_NE,10230006_NE,-95.946,41.33
2450,2291,1963,999912,C1,138.4,115,CL,OT,ST,Surface,9,10240002_NE,10230006_NE,-95.946,41.33
2451,2291,1968,999912,C1,204.4,173.4,CL,OT,ST,Surface,9,10240002_NE,10230006_NE,-95.946,41.33
2452,2292,1972,999912,ET,311.9,311.9,NG,NA,CT,Surface,9,10240003_NE,10230006_NE,-95.971,41.171
2453,2292,1996,999912,ET,3.4,3.4,OL,NA,CT,Surface,9,10240003_NE,10230006_NE,-95.971,41.171
2454,2294,1973,999912,ET,8,8,OL,NA,CT,Surface,9,10210007_NE,10210007_NE,-98.928,41.603
2455,2294,1997,999912,ET,2.8,2.8,OL,NA,CT,Surface,9,10210007_NE,10210007_NE,-98.928,41.603
2456,2295,1953,999912,ET,0.5,0.6,NG,NA,CT,Surface,9,10250009_NE,10250009_NE,-99.611,40.258
2457,2295,1956,999912,ET,0.8,0.9,OL,NA,CT,Surface,9,10250009_NE,10250009_NE,-99.611,40.258
2458,2295,1956,999912,ET,1.7,1.9,NG,NA,CT,Surface,9,10250009_NE,10250009_NE,-99.611,40.258
2459,2296,1968,999912,ET,4.7,4.7,NG,NA,CT,Surface,9,10220004_NE,10220004_NE,-96.777,42.09
2460,2297,1949,999912,ET,5,5,OL,NA,CT,Groundwater,9,10150007_NE,10150007_NE,-98.209,42.35
2461,2299,1950,999912,ET,5.7,5.7,OL,NA,CT,Surface,9,10250016_NE,10250016_NE,-98.523,40.096
2462,2300,1968,999912,ET,2.4,2.4,OL,NA,CT,Surface,9,10210003_NE,10210003_NE,-99.374,41.639
2463,2302,1949,999912,ET,3,3.2,NG,NA,CT,Groundwater,9,10260001_NE,10190016_NE,-102.978,41.146
2464,2302,1931,999912,ET,0.6,0.6,OL,NA,CT,Groundwater,9,10260001_NE,10190016_NE,-102.978,41.146
2465,2302,1947,999912,ET,3.3,3.3,NG,NA,CT,Groundwater,9,10260001_NE,10190016_NE,-102.978,41.146
2466,2303,1919,999912,HY,0.2,0.2,HY,NA,HY,Surface,9,10210010_NE,10210010_NE,-98.406,41.654
2467,2303,1947,999912,ET,1.9,1.9,OL,NA,CT,Surface,9,10210010_NE,10210010_NE,-98.406,41.654
2468,2305,1952,999912,ET,1.9,1.9,OL,NA,CT,Surface,9,10220001_NE,10220001_NE,-99.139,42.571
2469,2306,1952,999912,ET,2.8,2.8,OL,NA,CT,Surface,9,10190018_NE,10190018_NE,-101.129,41.158
2470,2308,1948,999912,ET,6.6,6.6,OL,NA,CT,Groundwater,9,10240008_NE,10240008_NE,-96.19,40.366
2471,2310,1960,999912,ET,2.1,2.1,NG,NA,CT,Groundwater,9,10200203_NE,10200203_NE,-96.622,41.209
2472,2310,1936,999912,ET,0.4,0.4,OL,NA,CT,Groundwater,9,10200203_NE,10200203_NE,-96.622,41.209
2473,2310,1973,999912,ET,11.1,11.1,NG,NA,CT,Groundwater,9,10200203_NE,10200203_NE,-96.622,41.209
2474,2311,1915,999912,ET,3.2,3.2,NG,NA,CT,Surface,9,10220004_NE,10220004_NE,-96.876,42.264
2475,2312,1951,999912,ET,20.2,20.2,OL,NA,CT,Surface,9,10220004_NE,10220004_NE,-97.018,42.228
2476,2313,1947,999912,ET,8.5,8.5,NG,NA,CT,Surface,9,10220003_NE,10220003_NE,-96.716,41.829
2477,2315,1960,999912,ET,3.1,3.1,NN,NA,NN,Unknown,9,10270202_NE,10270202_NE,-96.96,40.479
2478,2316,1969,999912,ET,3.8,3.8,NN,NA,NN,Unknown,9,10220003_NE,10220003_NE,-96.92,41.99
2479,2322,1994,999912,EC,243,257,NG,PD,CC,Surface,20,15010015_NV,15010015_NV,-115.051,36.088
2480,2322,2008,999912,ET,624,684,NG,NA,CT,Surface,20,15010015_NV,15010015_NV,-115.051,36.088
2482,2322,1973,999912,ET,50,59,NG,NA,CT,Surface,20,15010015_NV,15010015_NV,-115.051,36.088
2483,2322,1979,999912,EC,221,243,NG,PD,CC,Surface,20,15010015_NV,15010015_NV,-115.051,36.088
2484,2324,1965,201412,B3,100,100,CL,RC,ST,Surface,20,15010012_NV,15010012_NV,-114.633,36.657
2486,2324,1968,201412,B3,100,100,CL,RC,ST,Surface,20,15010012_NV,15010012_NV,-114.633,36.657
2488,2324,1976,201412,B3,98,98,CL,RC,ST,Surface,20,15010012_NV,15010012_NV,-114.633,36.657
2489,2324,1983,201712,B3,255,255,CL,RC,ST,Surface,20,15010012_NV,15010012_NV,-114.633,36.657
2491,2326,1964,201112,ST,80,80,NG,RC,ST,Surface,20,15010015_NV,15010015_NV,-115.036,36.138
2492,2326,1974,201112,ET,69,76,NG,NA,CT,Surface,20,15010015_NV,15010015_NV,-115.036,36.138
2493,2330,1971,20219,ST,113,113,NG,PD,ST,Groundwater,20,16050303_NV,16060004_NV,-117.132,39.128
2494,2336,2008,999912,EC,468.5,494.8,NG,PD,CC,Groundwater,20,16050102_NV,16060001_NV,-117.525,39.563
2495,2336,1974,999912,ST,108,108,NG,PD,ST,Groundwater,20,16050102_NV,16060001_NV,-117.525,39.563
2496,2336,1996,999912,EC,188.5,191.2,NG,PD,CC,Groundwater,20,16050102_NV,16060001_NV,-117.525,39.563
2497,2336,1961,201012,ET,20,20,OL,NA,CT,Groundwater,20,16050102_NV,16060001_NV,-117.525,39.563
2498,2336,1994,999912,ET,132.6,152.8,NG,NA,CT,Groundwater,20,16050102_NV,16060001_NV,-117.525,39.563
2499,2336,1965,201510,ST,83,83,NG,PD,ST,Groundwater,20,16050102_NV,16060001_NV,-117.525,39.563
2508,2349,1930,999912,HY,160,158.8,HY,NA,HY,Surface,1,01080103_NH,01080101_NH,-72.001,44.325
2509,2351,1957,999912,HY,190.8,190.8,HY,NA,HY,Surface,1,01080103_NH,01080101_NH,-71.874,44.336
2510,2352,1909,999912,HY,34.4,34.4,HY,NA,HY,Surface,1,01080201_VT,01080104_VT,-72.513,42.771
2511,2353,1950,999912,HY,41.3,41.5,HY,NA,HY,Surface,1,01080104_VT,01080104_VT,-72.303,43.668
2512,2354,1924,999912,HY,16.8,17.5,HY,NA,HY,Surface,1,01070006_NH,01070002_NH,-71.474,43.005
2513,2355,1925,999912,HY,8.4,9,HY,NA,HY,Surface,1,01070001_NH,01070001_NH,-71.718,43.584
2514,2356,1937,999912,HY,5.6,6.5,HY,NA,HY,Surface,1,01070001_NH,01070001_NH,-71.669,43.47
2515,2357,1981,999912,HY,12.3,12.4,HY,NA,HY,Surface,1,01070006_NH,01070002_NH,-71.513,43.175
2516,2358,1917,999912,HY,2,2,HY,NA,HY,Surface,1,01040002_NH,01040001_NH,-71.176,44.392
2517,2359,1927,999912,HY,1.6,1.6,HY,NA,HY,Surface,1,01070006_NH,01070002_NH,-71.475,43.102
2518,2360,1926,999912,HY,3.6,3.4,HY,NA,HY,Surface,1,01070003_NH,01070003_NH,-71.932,43.12
2519,2362,1969,999912,ET,14,18.1,OL,NA,CT,Surface,1,01080101_NH,01080101_NH,-71.495,44.594
2520,2364,1960,999912,C7,108,108,CL,OT,ST,Surface,1,01070006_NH,01070002_NH,-71.469,43.141
2522,2364,1968,999912,C7,330.5,330,CL,OT,ST,Surface,1,01070006_NH,01070002_NH,-71.469,43.141
2524,2364,1968,999912,ET,33.6,43,OL,NA,CT,Surface,1,01070006_NH,01070002_NH,-71.469,43.141
2525,2367,1952,999912,C1,47.5,48,CL,OT,ST,Surface,1,01060003_NH,01060003_NH,-70.784,43.098
2526,2367,1955,999912,WD,43.1,42.6,BG,OT,ST,Surface,1,01060003_NH,01060003_NH,-70.784,43.098
2527,2367,1957,999912,C1,47.9,48.6,CL,OT,ST,Surface,1,01060003_NH,01060003_NH,-70.784,43.098
2528,2367,1970,999912,ET,17,18,OL,NA,CT,Surface,1,01060003_NH,01060003_NH,-70.784,43.098
2529,2368,1948,999912,HY,11.7,15.2,HY,NA,HY,Surface,1,01040001_NH,01040001_NH,-71.185,44.476
2530,2369,1968,999912,ET,17.5,22.4,OL,NA,CT,Surface,1,01060002_NH,01060002_NH,-71.207,43.848
2531,2378,1962,20145,C1,113,113,CL,OT,ST,Surface,2,02040302_NJ,02040302_NJ,-74.636,39.291
2532,2378,1964,999912,ST,155,155,CL,OT,ST,Surface,2,02040302_NJ,02040302_NJ,-74.636,39.291
2533,2378,1974,999912,ST,148,148,OL,RC,ST,Surface,2,02040302_NJ,02040302_NJ,-74.636,39.291
2534,2378,1961,20159,ET,8,8,NN,NA,NN,Unknown,2,02040302_NJ,02040302_NJ,-74.636,39.291
2535,2379,1973,999912,ET,78.6,95.1,NN,NA,NN,Unknown,2,02040206_NJ,02040206_NJ,-75.201,39.454
2536,2380,1972,999912,ET,65.4,80.6,NN,NA,NN,Unknown,2,02040301_NJ,02040301_NJ,-74.262,39.689
2537,2382,1970,999912,ET,73.4,93.5,NN,NA,NN,Unknown,2,02040206_NJ,02040206_NJ,-74.877,39.027
2538,2383,1969,999912,ET,59.5,71.2,NN,NA,NN,Unknown,2,02040302_NJ,02040302_NJ,-74.444,39.366
2539,2384,1958,999912,ST,160.1,161.5,NG,OT,ST,Surface,2,02040206_NJ,02040206_NJ,-75.508,39.683
2540,2385,1972,20155,ET,184,264,OL,NA,CT,Surface,2,02030105_NJ,02030105_NJ,-74.281,40.491
2541,2388,1969,201912,CN,614.5,637,NU,OT,ST,Ocean,2,02040301_NJ,02040301_NJ,-74.206,39.814
2543,2390,1972,999912,ET,200,280,OL,NA,CT,Surface,2,02030105_NJ,02030105_NJ,-74.352,40.476
2544,2393,1974,999912,EC,280,360,NG,RC,CC,Surface,2,02040105_NJ,02040105_NJ,-75.164,40.566
2546,2393,1996,999912,ET,150,167,NG,NA,CT,Surface,2,02040105_NJ,02040105_NJ,-75.164,40.566
2547,2398,1995,999912,EC,1185.2,1268.1,NG,RC,CC,Waste,2,02030103_NJ,02030103_NJ,-74.024,40.838
2548,2398,1967,20156,ET,21.3,25.5,NG,NA,CT,Waste,2,02030103_NJ,02030103_NJ,-74.024,40.838
2549,2399,1972,20156,ET,182.5,219.5,OL,NA,CT,Surface,2,02040201_NJ,02040201_NJ,-74.878,40.075
2550,2399,2000,999912,ET,170.2,213.7,NG,NA,CT,Surface,2,02040201_NJ,02040201_NJ,-74.878,40.075
2551,2399,1967,20156,ET,209.4,251.4,OL,NA,CT,Surface,2,02040201_NJ,02040201_NJ,-74.878,40.075
2552,2400,1971,20156,ET,517.7,616.1,NG,NA,CT,Ocean,2,02030105_NJ,02030105_NJ,-74.396,40.491
2553,2401,1990,999912,ET,81,91.1,NG,NA,CT,Ocean,2,02030103_NJ,02030103_NJ,-74.121,40.737
2554,2403,1964,201112,ST,182.8,454.7,CL,OT,ST,Surface,2,02030103_NJ,02030103_NJ,-74.072,40.748
2555,2403,1968,999912,CX,617.6,652,CL,OT,ST,Surface,2,02030103_NJ,02030103_NJ,-74.072,40.748
2558,2404,1970,20126,ET,250,292.4,NG,NA,CT,Surface,2,02030104_NJ,02030103_NJ,-74.096,40.737
2559,2404,2012,999912,ET,288,363,NN,NA,NN,Unknown,2,02030103_NJ,02030103_NJ,-74.096,40.737
2560,2404,2001,999912,ET,179,197.7,NG,NA,CT,Surface,2,02030104_NJ,02030103_NJ,-74.096,40.737
2561,2406,2006,999912,EC,1238.3,1296.9,NG,RC,CC,Surface,2,02030104_NJ,02030104_NJ,-74.207,40.622
2562,2406,1967,20156,ET,21,24,NN,NA,NN,Unknown,2,02030104_NJ,02030104_NJ,-74.207,40.622
2563,2406,2000,999912,ET,350.1,360.9,NG,NA,CT,Surface,2,02030104_NJ,02030104_NJ,-74.207,40.622
2564,2408,1960,999912,B7,319.7,334.1,CL,OT,ST,Surface,2,02040201_NJ,02040201_NJ,-74.734,40.179
2566,2408,1961,999912,B7,320.3,330.4,CL,OT,ST,Surface,2,02040201_NJ,02040201_NJ,-74.734,40.179
2568,2408,1967,20156,ET,115.7,143.2,NN,NA,NN,Unknown,2,02040201_NJ,02040201_NJ,-74.734,40.179
2569,2409,1969,20156,ET,21.1,25,OL,NA,CT,Surface,2,02040202_NJ,02040202_NJ,-75.185,39.86
2570,2410,1977,999912,CN,1167.9,1194.2,NU,RC,ST,Surface,2,02040204_NJ,02040206_NJ,-75.536,39.463
2574,2410,1981,999912,CN,1158.1,1193.6,NU,RC,ST,Surface,2,02040204_NJ,02040206_NJ,-75.536,39.463
2578,2410,1971,20156,ET,39.7,51.5,OL,NA,CT,Surface,2,02040204_NJ,02040206_NJ,-75.536,39.463
2579,2411,1948,999912,ST,451.5,465.8,NG,OT,ST,Surface,2,02030104_NJ,02030104_NJ,-74.247,40.556
2580,2411,1965,20156,ET,107.6,150.9,NN,NA,NN,Unknown,2,02030104_NJ,02030104_NJ,-74.247,40.556
2581,2434,1970,20129,ST,23,23,CL,RC,ST,Surface,2,02040206_NJ,02040206_NJ,-75.035,39.489
2582,2434,2012,999912,ET,56.2,64,NN,NA,NN,Unknown,2,02040206_NJ,02040206_NJ,-75.035,39.489
2583,2434,1960,20106,ST,17,17,NN,NN,NN,Surface,2,02040206_NJ,02040206_NJ,-75.035,39.489
2584,2442,1963,999912,H4,170,170,CL,PD,ST,Surface,21,14080106_NM,14080106_NM,-108.481,36.69
2585,2442,1963,999912,H4,170,170,CL,PD,ST,Surface,21,14080106_NM,14080106_NM,-108.481,36.69
2586,2442,1964,999912,H4,220,220,CL,PD,ST,Surface,21,14080106_NM,14080106_NM,-108.481,36.69
2587,2442,1969,999912,B3,770,770,CL,PD,ST,Surface,21,14080106_NM,14080106_NM,-108.481,36.69
2593,2442,1970,999912,B3,770,770,CL,PD,ST,Surface,21,14080106_NM,14080106_NM,-108.481,36.69
2599,2444,1972,999912,ST,145,150,NG,RC,ST,Groundwater,21,13030102_NM,13030102_NM,-106.547,31.804
2600,2444,2013,999912,ET,88.9,104,NN,NA,NN,Unknown,21,13030102_NM,13030102_NM,-106.547,31.804
2601,2446,1967,999912,ST,112,112,NG,RC,ST,Groundwater,21,12080003_NM,12080003_NM,-103.301,32.714
2602,2446,1976,999912,ET,71,73,NG,NA,CT,Groundwater,21,12080003_NM,12080003_NM,-103.301,32.714
2603,2447,1973,20114,ET,20,20,NN,NA,NN,Unknown,21,13060001_NM,13060001_NM,-105.227,35.6
2604,2450,1960,999912,ST,154,154,NG,RC,ST,Groundwater,21,13020203_NM,13020203_NM,-106.602,35.171
2605,2451,1976,999912,B3,340,340,CL,RC,ST,Surface,21,14080105_NM,14080105_NM,-108.438,36.801
2607,2451,1973,201712,B3,340,340,CL,RC,ST,Surface,21,14080105_NM,14080105_NM,-108.438,36.801
2609,2451,1979,201712,B3,497.001,497.001,CL,RC,ST,Surface,21,14080105_NM,14080105_NM,-108.438,36.801
2616,2451,1982,999912,B3,507,507,CL,RC,ST,Surface,21,14080105_NM,14080105_NM,-108.438,36.801
2622,2453,1977,999912,ET,10,13,NG,NA,CT,Surface,21,13060011_NM,13060011_NM,-104.216,32.418
2623,2454,1957,999912,ST,254,254,NG,RC,ST,Groundwater,21,12080003_NM,13070007_NM,-103.353,32.713
2624,2454,1998,999912,ET,212,196,NG,NA,CT,Groundwater,21,12080003_NM,13070007_NM,-103.353,32.713
2625,2465,1955,999912,EC,25,25,NG,RC,CC,Surface,21,14080104_NM,14080104_NM,-108.191,36.725
2626,2465,1958,201211,ST,9,9,NG,RC,CC,Surface,21,14080104_NM,14080104_NM,-108.191,36.725
2628,2465,1927,999912,HY,0.2,0.2,HY,NA,HY,Surface,21,14080104_NM,14080104_NM,-108.191,36.725
2629,2465,1960,201211,ST,16,16,HY,NA,HY,Surface,21,14080104_NM,14080104_NM,-108.191,36.725
2630,2468,1961,20101,H1,6.9,6.9,NG,NA,CT,Surface,21,11080001_NM,11080001_NM,-104.439,36.903
2631,2468,2003,999912,ET,7.3,7.3,NG,NA,CT,Surface,21,11080001_NM,11080001_NM,-104.441,36.892
2632,2469,1975,201012,ET,6,6,NN,NA,NN,Unknown,21,11080006_NM,11080006_NM,-103.718,35.168
2639,2480,1951,20134,ST,103.5,130.5,OL,OT,ST,Surface,2,02020008_NY,02020008_NY,-73.975,41.571
2640,2480,1959,20134,C1,137.5,136.2,CL,OT,ST,Surface,2,02020008_NY,02020008_NY,-73.975,41.571
2641,2480,1967,20134,C1,232,234.5,CL,OT,ST,Surface,2,02020008_NY,02020008_NY,-73.975,41.571
2642,2480,1967,20134,ET,5,5,OL,NA,CT,Surface,2,02020008_NY,02020008_NY,-73.975,41.571
2643,2481,1920,999912,HY,4.8,4.8,HY,NA,HY,Surface,2,02020007_NY,02020007_NY,-74.05,41.822
2644,2483,1953,999912,HY,22,23,HY,NA,HY,Surface,2,02040104_NY,02040104_NY,-74.636,41.819
2645,2485,1970,999912,ET,21.3,21.3,OL,NA,CT,Surface,2,02020006_NY,02020006_NY,-73.985,42.29
2646,2486,1924,999912,HY,14.4,14.4,HY,NA,HY,Surface,2,02020007_NY,02020007_NY,-74.046,41.847
2647,2487,1969,999912,ET,21.3,21.3,OL,NA,CT,Surface,2,02020006_NY,02020006_NY,-73.835,42.343
2648,2490,1959,999912,ST,846,859,NG,OT,ST,Ocean,2,02030104_NY,02030104_NY,-74.2,40.591
2649,2490,1970,999912,ET,12,15,NG,NA,CT,Ocean,2,02030104_NY,02030104_NY,-74.2,40.591
2650,2491,1977,20102,ST,847,831,OL,OT,ST,Surface,2,02030101_NY,02030201_NY,-73.911,40.776
2651,2493,2005,999912,ET,292.6,357.9,NG,NA,CT,Surface,2,02030101_NY,02030101_NY,-73.974,40.728
2652,2493,1951,999912,ST,317.6,324.3,OL,OT,ST,Surface,2,02030101_NY,02030101_NY,-73.974,40.728
2653,2494,1971,999912,ET,133.8,172.9,OL,NA,CT,Surface,2,02030104_NY,02030201_NY,-74.005,40.663
2654,2494,1971,999912,ET,280.1,360.8,NG,NA,CT,Surface,2,02030104_NY,02030201_NY,-74.005,40.663
2655,2494,1971,999912,ET,133.5,176.9,OL,NA,CT,Surface,2,02030104_NY,02030201_NY,-74.005,40.663
2656,2496,1970,999912,ET,45.1,50.5,OL,NA,CT,Surface,2,02030104_NY,02030201_NY,-73.981,40.705
2657,2497,1973,999912,CN,1020.4,1031.3,NU,OT,ST,Surface,2,02030101_NY,02030101_NY,-73.953,41.271
2659,2499,1972,999912,ET,286,372.8,NG,NA,CT,Surface,2,02030104_NY,02030201_NY,-74.021,40.649
2660,2500,1963,999912,ST,1691.9,1711.4,NG,OT,ST,Surface,2,02030101_NY,02030201_NY,-73.946,40.759
2661,2500,2003,999912,EC,220.9,250.2,NG,NA,CT,Surface,2,02030101_NY,02030201_NY,-73.946,40.759
2662,2500,1967,999912,ET,8.9,10.2,NN,NA,NN,Unknown,2,02030201_NY,02030201_NY,-73.946,40.759
2663,2500,1969,999912,ET,38.5,47.2,NN,NA,NN,Unknown,2,02030201_NY,02030201_NY,-73.946,40.759
2664,2500,1969,999912,ET,275.8,333.1,NN,NA,NN,Unknown,2,02030201_NY,02030201_NY,-73.946,40.759
2665,2500,1969,999912,ET,87.2,109.3,NN,NA,NN,Unknown,2,02030201_NY,02030201_NY,-73.946,40.759
2666,2503,1969,999912,ET,15.2,20.4,OL,NA,CT,Surface,2,02030101_NY,02030101_NY,-73.991,40.771
2667,2504,1968,999912,ET,31.6,36.8,OL,NA,CT,Surface,2,02030101_NY,02030101_NY,-73.951,40.768
2668,2511,1971,999912,ET,189.6,230.3,NG,NA,CT,Ocean,2,02030202_NY,02030202_NY,-73.648,40.617
2669,2511,1970,201110,ET,18,18,NG,NA,CT,Ocean,2,02030202_NY,02030202_NY,-73.648,40.617
2670,2511,1970,999912,ET,89.2,106.5,NG,NA,CT,Ocean,2,02030202_NY,02030202_NY,-73.648,40.617
2671,2511,1956,999912,ST,389.2,383,NG,OT,ST,Ocean,2,02030202_NY,02030202_NY,-73.648,40.617
2672,2512,1970,999912,ET,24.6,29.2,OL,NA,CT,Surface,2,02030202_NY,02030202_NY,-72.21,40.962
2673,2513,1953,20127,ST,100,105.2,NG,OT,ST,Ocean,2,02030202_NY,02030202_NY,-73.761,40.611
2674,2514,1952,20127,ST,228,212.2,NG,OT,ST,Ocean,2,02030201_NY,02030201_NY,-73.647,40.827
2675,2514,1972,999912,ET,103.4,128.9,OL,NA,CT,Ocean,2,02030201_NY,02030201_NY,-73.647,40.827
2676,2515,1962,20135,ET,5.7,3.7,OL,NA,CT,Ocean,2,02030202_NY,02030202_NY,-71.958,41.043
2677,2516,1968,999912,ST,1176.6,1176.2,NG,OT,ST,Ocean,2,02030203_NY,02030201_NY,-73.342,40.923
2678,2516,1967,999912,ET,12.5,16,OL,NA,CT,Ocean,2,02030203_NY,02030201_NY,-73.342,40.923
2679,2516,1967,999912,ST,395.7,397,NG,OT,ST,Ocean,2,02030203_NY,02030201_NY,-73.342,40.923
2680,2517,1958,999912,ST,397,384,NG,OT,ST,Ocean,2,02030201_NY,02030201_NY,-73.078,40.949
2681,2517,1966,999912,ET,12.2,17.6,OL,NA,CT,Ocean,2,02030201_NY,02030201_NY,-73.078,40.949
2682,2517,2002,999912,ET,81.4,95.7,NG,NA,CT,Ocean,2,02030201_NY,02030201_NY,-73.078,40.949
2683,2518,1971,999912,ET,63.1,80.5,OL,NA,CT,Surface,2,02030201_NY,02030201_NY,-72.865,40.961
2684,2519,1963,999912,ET,8.6,11.9,OL,NA,CT,Surface,2,02030202_NY,02030202_NY,-72.867,40.9
2685,2520,1964,999912,ET,7.4,9.6,OL,NA,CT,Surface,2,02030202_NY,02030202_NY,-72.376,41.106
2686,2521,1971,999912,ET,49.2,63.8,OL,NA,CT,Surface,2,02030202_NY,02030202_NY,-73.348,40.695
2687,2522,1921,999912,HY,5.5,5.5,HY,NA,HY,Surface,2,04150406_NY,02010006_NY,-73.622,44.695
2688,2526,1943,200912,C1,43.7,43.7,CL,OT,ST,Surface,2,02050102_NY,02050102_NY,-75.795,42.187
2689,2526,1951,999912,B7,84,84,CL,OT,ST,Surface,2,02050102_NY,02050103_NY,-75.974,42.112
2691,2527,1950,200912,C1,52,48.9,CL,OT,ST,Surface,2,04140201_NY,04140201_NY,-76.947,42.668
2692,2527,1953,999912,B7,107.5,106.3,CL,OT,ST,Surface,2,04140201_NY,04140201_NY,-76.948,42.679
2694,2528,1967,999912,ET,1.7,1.7,OL,NA,CT,Surface,2,02020001_NY,02020001_NY,-74.186,43.972
2695,2530,1948,999912,HY,15,15,HY,NA,HY,Surface,2,04150406_NY,02010006_NY,-73.749,44.639
2696,2532,1928,999912,HY,13.6,13.6,HY,NA,HY,Surface,2,04150406_NY,02010006_NY,-73.597,44.705
2697,2535,1955,999912,C7,151.6,154.8,CL,OT,ST,Surface,2,04140201_NY,04140201_NY,-76.633,42.603
2698,2535,1958,999912,C4,153,152.9,CL,OT,ST,Surface,2,04140201_NY,04140201_NY,-76.633,42.603
2699,2539,2005,999912,EC,756,837.5,NG,RC,CC,Surface,2,02020006_NY,02020006_NY,-73.764,42.594
2700,2540,1927,999912,HY,4.9,5,HY,NA,HY,Surface,2,04150306_NY,04150307_NY,-74.306,44.877
2701,2543,1924,999912,HY,16.6,16.7,HY,NA,HY,Surface,2,02020004_NY,02020004_NY,-74.742,43.019
2702,2544,1903,999912,HY,1.6,2.2,HY,NA,HY,Surface,2,04150101_NY,04150101_NY,-75.333,43.928
2703,2545,1932,999912,HY,30.3,29.1,HY,NA,HY,Surface,2,04140102_NY,04140102_NY,-75.953,43.532
2704,2546,1920,999912,HY,6.9,7.2,HY,NA,HY,Surface,2,04150101_NY,04150101_NY,-75.814,44
2705,2547,1957,999912,HY,14.2,14.5,HY,NA,HY,Surface,2,04150304_NY,04150304_NY,-75.06,44.506
2706,2548,1923,999912,HY,15.3,16.9,HY,NA,HY,Surface,2,04150302_NY,04150302_NY,-75.06,44.211
2707,2549,1957,999912,B7,190,190,CL,OT,ST,Surface,2,04120104_NY,04120104_NY,-78.93,42.97
2710,2549,1958,999912,B7,190,190,CL,OT,ST,Surface,2,04120104_NY,04120104_NY,-78.93,42.97
2713,2550,1913,999912,HY,3,3,HY,NA,HY,Surface,2,04150307_NY,04150307_NY,-74.217,44.753
2714,2551,1918,999912,HY,29.7,30.7,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-74.958,44.584
2715,2552,1925,999912,HY,10.2,10.8,HY,NA,HY,Surface,2,04150101_NY,04150101_NY,-75.681,44.038
2716,2554,1950,999912,B7,75,75,CL,OT,ST,Surface,2,04120101_NY,04120101_NY,-79.346,42.491
2719,2554,1950,999912,B7,75,75,CL,OT,ST,Surface,2,04120101_NY,04120101_NY,-79.346,42.491
2722,2554,1959,999912,B7,185,185,CL,OT,ST,Surface,2,04120101_NY,04120101_NY,-79.346,42.491
2725,2554,1960,999912,B7,185,185,CL,OT,ST,Surface,2,04120101_NY,04120101_NY,-79.346,42.491
2728,2555,1914,999912,HY,5.4,5.3,HY,NA,HY,Surface,2,04150101_NY,04150101_NY,-75.201,43.909
2729,2556,1928,999912,HY,2.2,2.1,HY,NA,HY,Surface,2,04150302_NY,04150302_NY,-75.49,44.639
2730,2557,1902,999912,HY,2.8,2.8,HY,NA,HY,Surface,2,02020001_NY,02020001_NY,-74.278,43.923
2731,2559,1916,999912,HY,1.8,1.8,HY,NA,HY,Surface,2,02020001_NY,02020001_NY,-74.289,43.928
2732,2560,1920,999912,HY,3.7,3.9,HY,NA,HY,Surface,2,02020004_NY,02020004_NY,-74.537,43.009
2733,2561,1928,999912,HY,3.6,3.6,HY,NA,HY,Surface,2,04150305_NY,04150305_NY,-74.986,44.799
